"CT County Subdivisions,Year",Year,Town,Juvenile arrests Rate,"Juvenile arrests, Total arrests, 10 to 17 years, Number","Total population, 10 to 17 years, Number"
"9,007,352,302,006",2006,Haddam,1661.13,15,903
"9,011,621,502,009",2009,Preston,409,2,489
"9,003,371,402,005",2005,Hartland,,,
"9,003,601,202,004",2004,Plainville,14081.28,246,1747
"9,009,073,102,009",2009,Branford,3252.03,84,2583
"9,015,674,002,004",2004,Scotland,938.97,2,213
"9,005,664,202,003",2003,Salisbury,1531.73,7,457
"9,007,618,002,010",2010,Portland,2739.73,30,1095
"9,001,080,702,009",2009,Bridgeport,4959.46,783,15788
"9,009,356,502,006",2006,Hamden,8843.66,478,5405
"9,011,432,301,999",1999,Lisbon,,,
"9,005,372,802,005",2005,Harwinton,,,
"9,009,469,401,998",1998,Middlebury,,,
"9,003,370,702,006",2006,Hartford,12512.61,1860,14865
"9,015,014,302,007",2007,Ashford,1014.2,5,493
"9,009,676,102,003",2003,Seymour,10368.66,180,1736
"9,005,607,502,004",2004,Plymouth,1860.79,27,1451
"9,005,494,602,005",2005,Morris,,,
"9,003,370,702,005",2005,Hartford,,,
"9,013,379,102,005",2005,Hebron,,,
"9,005,433,701,999",1999,Litchfield,,,
"9,003,084,902,009",2009,Bristol,2729.37,166,6082
"9,003,371,402,006",2006,Hartland,0,0,243
"9,005,679,602,003",2003,Sharon,2675.59,8,299
"9,007,618,002,004",2004,Portland,3441.3,34,988
"9,001,089,802,009",2009,Brookfield,1322.99,29,2192
"9,015,360,002,008",2008,Hampton,0,0,193
"9,015,405,002,005",2005,Killingly,,,
"9,009,622,902,004",2004,Prospect,2101.24,22,1047
"9,005,540,302,007",2007,North Canaan,4761.9,17,357
"9,011,442,101,999",1999,Lyme,,,
"9,001,681,702,003",2003,Shelton,2070.79,86,4153
"9,001,683,102,004",2004,Sherman,430.11,2,465
"9,005,402,902,008",2008,Kent,377.36,1,265
"9,005,372,802,006",2006,Harwinton,4029.85,27,670
"9,007,407,102,005",2005,Killingworth,,,
"9,015,627,102,004",2004,Putnam,880.63,9,1022
"9,015,091,902,009",2009,Brooklyn,2768.17,24,867
"9,013,379,102,006",2006,Hebron,2348.48,31,1320
"9,009,445,601,999",1999,Madison,,,
"9,001,634,802,010",2010,Redding,942.66,12,1273
"9,013,778,302,002",2002,Union,,,
"9,009,622,902,010",2010,Prospect,1100.92,12,1090
"9,003,689,402,003",2003,Simsbury,2196.46,72,3278
"9,011,570,401,999",1999,Old Lyme,,,
"9,003,101,002,009",2009,Burlington,3343.7,43,1286
"9,005,402,902,006",2006,Kent,751.88,2,266
"9,013,692,202,003",2003,Somers,2402.14,27,1124
"9,011,423,902,005",2005,Lebanon,,,
"9,003,447,001,999",1999,Manchester,,,
"9,007,407,102,008",2008,Killingworth,753.77,6,796
"9,005,659,302,009",2009,Roxbury,1619.43,4,247
"9,011,426,002,005",2005,Ledyard,,,
"9,003,653,702,004",2004,Rocky Hill,1994.13,34,1705
"9,001,639,702,004",2004,Ridgefield,937.32,32,3414
"9,011,786,002,002",2002,Voluntown,,,
"9,011,423,901,998",1998,Lebanon,,,
"9,003,653,702,010",2010,Rocky Hill,725.04,13,1793
"9,009,445,601,998",1998,Madison,,,
"9,015,405,002,006",2006,Killingly,5007.91,95,1897
"9,013,449,101,999",1999,Mansfield,,,
"9,003,713,902,003",2003,South Windsor,2412.28,77,3192
"9,005,664,202,004",2004,Salisbury,1363.64,6,440
"9,003,122,702,009",2009,Canton,1175.48,14,1191
"9,007,407,102,006",2006,Killingworth,653.59,5,765
"9,011,662,102,009",2009,Salem,877.19,5,570
"9,009,696,402,003",2003,Southbury,1555.66,32,2057
"9,005,433,702,005",2005,Litchfield,,,
"9,009,141,602,009",2009,Cheshire,3398.18,131,3855
"9,001,560,602,010",2010,Norwalk,4106.13,325,7915
"9,005,795,102,002",2002,Warren,,,
"9,009,445,602,005",2005,Madison,,,
"9,003,458,201,999",1999,Marlborough,,,
"9,015,121,302,009",2009,Canterbury,840.34,5,595
"9,003,745,402,005",2005,Suffield,,,
"9,003,447,002,005",2005,Manchester,,,
"9,009,676,102,004",2004,Seymour,7077.1,123,1738
"9,005,534,702,005",2005,Norfolk,,,
"9,011,423,902,006",2006,Lebanon,1487.78,14,941
"9,015,734,202,003",2003,Sterling,2750,11,400
"9,007,573,202,010",2010,Old Saybrook,6346.33,70,1103
"9,009,465,201,998",1998,Meriden,,,
"9,007,153,502,009",2009,Clinton,4037.49,56,1387
"9,009,465,201,999",1999,Meriden,,,
"9,009,045,802,007",2007,Bethany,699.3,5,715
"9,005,679,602,004",2004,Sharon,1736.11,5,288
"9,011,662,102,010",2010,Salem,869.57,5,575
"9,011,426,002,006",2006,Ledyard,2793.59,54,1933
"9,005,172,402,007",2007,Cornwall,0,0,166
"9,011,442,102,008",2008,Lyme,0,0,230
"9,015,599,802,010",2010,Plainfield,1809.95,32,1768
"9,015,867,902,009",2009,Windham,517.69,12,2318
"9,011,621,502,010",2010,Preston,2277.43,11,483
"9,011,432,302,004",2004,Lisbon,5849.06,31,530
"9,005,664,202,009",2009,Salisbury,564.97,2,354
"9,009,875,601,999",1999,Wolcott,,,
"9,003,371,401,998",1998,Hartland,,,
"9,009,141,602,008",2008,Cheshire,3011.26,115,3819
"9,013,062,601,999",1999,Bolton,,,
"9,003,226,302,001",2001,East Hartford,,,
"9,003,713,902,001",2001,South Windsor,,,
"9,013,178,002,007",2007,Coventry,2246.43,33,1469
"9,011,432,302,002",2002,Lisbon,,,
"9,011,432,302,008",2008,Lisbon,2882.88,16,555
"9,009,229,102,001",2001,East Haven,,,
"9,005,433,702,006",2006,Litchfield,6793.21,68,1001
"9,009,877,001,999",1999,Woodbridge,,,
"9,007,143,002,008",2008,Chester,956.94,4,418
"9,005,659,302,010",2010,Roxbury,0,0,245
"9,009,445,602,006",2006,Madison,803.67,21,2613
"9,011,068,201,999",1999,Bozrah,,,
"9,015,627,102,010",2010,Putnam,6350.81,63,992
"9,007,180,802,007",2007,Cromwell,7593.12,106,1396
"9,013,379,101,998",1998,Hebron,,,
"9,009,676,102,010",2010,Seymour,4059.46,71,1749
"9,011,234,002,001",2001,East Lyme,,,
"9,011,523,501,999",1999,New London,,,
"9,001,185,002,007",2007,Danbury,5282.86,367,6947
"9,007,153,502,008",2008,Clinton,6585.54,92,1397
"9,005,879,101,999",1999,Woodbury,,,
"9,015,610,302,010",2010,Pomfret,693.24,4,577
"9,005,795,102,003",2003,Warren,2898.55,4,138
"9,009,875,602,009",2009,Wolcott,3277.11,68,2075
"9,003,870,702,009",2009,Windsor Locks,6476.48,84,1297
"9,011,159,102,008",2008,Colchester,1902.04,40,2103
"9,005,679,602,010",2010,Sharon,4090.91,9,220
"9,011,442,102,002",2002,Lyme,,,
"9,003,248,002,001",2001,East Windsor,,,
"9,003,447,002,006",2006,Manchester,20638.73,1118,5417
"9,005,797,202,003",2003,Washington,2721.09,12,441
"9,011,442,102,004",2004,Lyme,0,0,217
"9,005,664,202,010",2010,Salisbury,593.47,2,337
"9,013,449,102,006",2006,Mansfield,5650.56,76,1345
"9,007,407,101,998",1998,Killingworth,,,
"9,001,639,702,010",2010,Ridgefield,760.07,30,3947
"9,001,188,502,007",2007,Darien,926.52,29,3130
"9,013,164,002,008",2008,Columbia,4455.45,27,606
"9,001,681,702,010",2010,Shelton,1651.72,70,4238
"9,003,870,002,009",2009,Windsor,5756.28,188,3266
"9,013,253,602,001",2001,Ellington,,,
"9,015,881,901,999",1999,Woodstock,,,
"9,007,191,302,007",2007,Deep River,7942.97,39,491
"9,005,082,101,999",1999,Bridgewater,,,
"9,015,674,002,010",2010,Scotland,956.94,2,209
"9,003,458,202,006",2006,Marlborough,1703.8,13,763
"9,009,877,002,009",2009,Woodbridge,1863.86,23,1234
"9,013,010,802,000",2000,Andover,,,
"9,001,683,102,010",2010,Sherman,0,0,460
"9,003,259,902,001",2001,Enfield,,,
"9,005,372,801,998",1998,Harwinton,,,
"9,015,218,602,000",2000,Eastford,,,
"9,005,109,402,009",2009,Canaan,7272.73,8,110
"9,009,465,202,006",2006,Meriden,10201,675,6617
"9,015,360,002,006",2006,Hampton,500,1,200
"9,009,195,502,007",2007,Derby,6820.12,80,1173
"9,013,178,002,008",2008,Coventry,1835.49,27,1471
"92,008",2008,Connecticut,5621.16,21850,388710
"9,009,012,202,000",2000,Ansonia,,,
"9,015,734,202,006",2006,Sterling,2398.08,10,417
"9,007,208,102,007",2007,Durham,2388.06,24,1005
"9,007,262,702,001",2001,Essex,,,
"9,005,402,901,998",1998,Kent,,,
"9,015,014,302,000",2000,Ashford,,,
"9,007,470,802,006",2006,Middlefield,1890.36,10,529
"9,003,220,702,007",2007,East Granby,1650.17,10,606
"9,007,180,802,008",2008,Cromwell,10754.99,151,1404
"9,001,266,202,001",2001,Fairfield,,,
"9,007,262,702,000",2000,Essex,,,
"9,001,185,002,008",2008,Danbury,6141.48,428,6969
"9,003,020,602,000",2000,Avon,,,
"9,007,473,602,006",2006,Middletown,7265.92,291,4005
"9,015,405,001,998",1998,Killingly,,,
"9,009,469,402,002",2002,Middlebury,,,
"9,003,276,002,001",2001,Farmington,,,
"9,007,222,802,007",2007,East Haddam,2281.75,23,1008
"9,005,109,401,999",1999,Canaan,,,
"9,005,027,602,000",2000,Barkhamsted,,,
"9,009,475,352,006",2006,Milford,4372.62,230,5260
"9,007,224,902,007",2007,East Hampton,2787.71,39,1399
"9,001,188,502,008",2008,Darien,707.47,23,3251
"9,015,138,102,009",2009,Chaplin,4721.03,11,233
"9,003,312,402,001",2001,Glastonbury,,,
"9,009,195,502,008",2008,Derby,5008.49,59,1178
"9,015,121,301,999",1999,Canterbury,,,
"9,001,486,202,006",2006,Monroe,445.77,12,2692
"9,003,043,002,000",2000,Berlin,,,
"9,015,610,302,001",2001,Pomfret,,,
"9,003,326,402,001",2001,Granby,,,
"9,003,226,302,007",2007,East Hartford,8852.52,476,5377
"9,007,208,102,008",2008,Durham,1966.57,20,1017
"9,005,322,902,000",2000,Goshen,,,
"9,011,489,002,006",2006,Montville,3804.35,77,2024
"9,001,047,202,000",2000,Bethel,,,
"9,001,336,202,001",2001,Greenwich,,,
"9,009,229,102,007",2007,East Haven,6928.57,194,2800
"9,003,220,702,008",2008,East Granby,1797.39,11,612
"9,015,138,101,999",1999,Chaplin,,,
"9,009,499,502,006",2006,Naugatuck,2420.45,89,3677
"9,003,059,102,000",2000,Bloomfield,,,
"9,011,339,002,001",2001,Griswold,,,
"9,009,696,402,001",2001,Southbury,,,
"9,011,234,002,007",2007,East Lyme,2048.13,40,1953
"9,007,222,802,008",2008,East Haddam,2745.1,28,1020
"9,011,342,502,001",2001,Groton,,,
"9,003,504,402,006",2006,New Britain,12843.91,957,7451
"9,013,062,602,000",2000,Bolton,,,
"9,001,505,802,006",2006,New Canaan,656.6,20,3046
"9,003,248,002,007",2007,East Windsor,5445.54,55,1010
"9,003,370,701,998",1998,Hartford,,,
"9,007,143,001,999",1999,Chester,,,
"9,001,238,902,007",2007,Easton,1477.38,16,1083
"9,007,224,902,008",2008,East Hampton,2485.8,35,1408
"9,011,068,202,000",2000,Bozrah,,,
"9,009,349,502,001",2001,Guilford,,,
"9,011,621,502,001",2001,Preston,,,
"9,013,778,302,006",2006,Union,0,0,70
"9,007,352,302,001",2001,Haddam,,,
"9,001,508,602,006",2006,New Fairfield,2395.21,48,2004
"9,013,253,602,007",2007,Ellington,831.85,14,1683
"9,003,226,302,008",2008,East Hartford,7342.85,396,5393
"9,005,513,502,006",2006,New Hartford,2275.6,18,791
"9,009,073,102,000",2000,Branford,,,
"9,009,229,102,008",2008,East Haven,4018.66,112,2787
"9,009,356,502,001",2001,Hamden,,,
"9,015,360,002,000",2000,Hampton,,,
"9,015,360,001,998",1998,Hampton,,,
"9,009,520,702,006",2006,New Haven,14793.45,1923,12999
"9,001,080,702,000",2000,Bridgeport,,,
"9,003,259,902,007",2007,Enfield,9761.09,429,4395
"9,005,160,501,999",1999,Colebrook,,,
"9,003,370,702,001",2001,Hartford,,,
"9,007,143,002,009",2009,Chester,1654.85,7,423
"9,001,266,202,007",2007,Fairfield,1025.8,68,6629
"9,011,234,002,008",2008,East Lyme,2610.03,51,1954
"9,011,523,502,006",2006,New London,9172.08,226,2464
"9,003,084,902,000",2000,Bristol,,,
"9,003,371,402,000",2000,Hartland,,,
"9,005,372,802,001",2001,Harwinton,,,
"9,003,276,002,007",2007,Farmington,7684.21,219,2850
"9,003,248,002,008",2008,East Windsor,7440.48,75,1008
"9,007,352,301,998",1998,Haddam,,,
"9,005,526,302,006",2006,New Milford,2521.51,85,3371
"9,001,089,802,000",2000,Brookfield,,,
"9,005,160,502,009",2009,Colebrook,0,0,180
"9,001,238,902,008",2008,Easton,2522.52,28,1110
"9,013,379,102,001",2001,Hebron,,,
"9,011,786,002,006",2006,Voluntown,1048.95,3,286
"9,003,312,402,007",2007,Glastonbury,2153.22,95,4412
"9,003,521,402,006",2006,Newington,4068.15,117,2876
"9,009,349,501,998",1998,Guilford,,,
"9,013,253,602,008",2008,Ellington,760.68,13,1709
"9,015,405,002,001",2001,Killingly,,,
"9,005,172,401,999",1999,Cornwall,,,
"9,003,326,402,007",2007,Granby,2726.65,40,1467
"9,001,834,302,003",2003,Weston,918.64,14,1524
"9,003,101,002,000",2000,Burlington,,,
"9,015,091,902,000",2000,Brooklyn,,,
"9,003,259,902,008",2008,Enfield,10852.53,471,4340
"9,007,407,102,001",2001,Killingworth,,,
"9,001,529,802,006",2006,Newtown,1859.84,69,3710
"9,001,336,202,007",2007,Greenwich,2837.55,211,7436
"9,013,778,302,008",2008,Union,2739.73,2,73
"9,005,795,102,006",2006,Warren,0,0,149
"9,009,538,902,006",2006,North Branford,3274.71,54,1649
"9,015,121,302,000",2000,Canterbury,,,
"9,005,797,202,006",2006,Washington,2227.72,9,404
"9,001,266,202,008",2008,Fairfield,1119.79,76,6787
"9,011,423,902,001",2001,Lebanon,,,
"9,011,339,002,007",2007,Griswold,2800.91,37,1321
"9,013,164,002,009",2009,Columbia,4262.3,26,610
"9,005,659,302,001",2001,Roxbury,,,
"9,005,540,302,006",2006,North Canaan,2486.19,9,362
"9,011,342,501,998",1998,Groton,,,
"9,003,122,702,000",2000,Canton,,,
"9,011,432,302,000",2000,Lisbon,,,
"9,011,342,502,007",2007,Groton,1301.78,44,3380
"9,003,276,002,008",2008,Farmington,7716.48,221,2864
"9,011,426,002,001",2001,Ledyard,,,
"9,009,141,602,000",2000,Cheshire,,,
"9,007,191,301,999",1999,Deep River,,,
"9,009,548,702,006",2006,North Haven,1006.19,26,2584
"9,009,349,502,007",2007,Guilford,5389.44,146,2709
"9,003,312,402,008",2008,Glastonbury,1682.53,76,4517
"9,005,433,702,001",2001,Litchfield,,,
"9,011,442,102,000",2000,Lyme,,,
"9,007,153,502,000",2000,Clinton,,,
"9,009,445,602,001",2001,Madison,,,
"9,011,555,002,006",2006,North Stonington,6779.66,40,590
"9,007,352,302,007",2007,Haddam,1528.38,14,916
"9,011,339,001,998",1998,Griswold,,,
"9,001,560,602,006",2006,Norwalk,5949.27,455,7648
"9,011,159,102,000",2000,Colchester,,,
"9,011,662,102,001",2001,Salem,,,
"9,003,447,002,001",2001,Manchester,,,
"9,009,356,502,007",2007,Hamden,7824.64,423,5406
"9,001,336,202,008",2008,Greenwich,2171.05,165,7600
"9,011,555,002,002",2002,North Stonington,,,
"9,011,562,702,006",2006,Norwich,8579.22,346,4033
"9,005,534,702,004",2004,Norfolk,3846.15,7,182
"92,000",2000,Connecticut,,,
"9,013,449,102,001",2001,Mansfield,,,
"9,003,370,702,007",2007,Hartford,13140.92,1935,14725
"9,003,326,402,008",2008,Granby,2404.81,36,1497
"9,015,674,002,001",2001,Scotland,,,
"9,011,786,002,008",2008,Voluntown,711.74,2,281
"9,013,178,002,000",2000,Coventry,,,
"9,011,339,002,008",2008,Griswold,3030.3,40,1320
"9,001,336,201,998",1998,Greenwich,,,
"9,007,573,202,006",2006,Old Saybrook,4095.24,43,1050
"9,003,371,402,007",2007,Hartland,851.06,2,235
"9,011,342,502,008",2008,Groton,1742.26,58,3329
"9,003,326,401,998",1998,Granby,,,
"9,003,458,202,001",2001,Marlborough,,,
"9,009,469,402,000",2000,Middlebury,,,
"9,007,180,802,000",2000,Cromwell,,,
"9,009,465,202,001",2001,Meriden,,,
"9,009,576,002,006",2006,Orange,2424.6,41,1691
"9,009,356,501,998",1998,Hamden,,,
"9,009,349,502,008",2008,Guilford,5774.18,157,2719
"9,009,583,002,006",2006,Oxford,725.69,10,1378
"9,007,470,802,000",2000,Middlefield,,,
"9,005,679,602,001",2001,Sharon,,,
"9,005,322,901,998",1998,Goshen,,,
"9,009,469,402,001",2001,Middlebury,,,
"9,005,172,402,009",2009,Cornwall,1226.99,2,163
"9,013,379,102,007",2007,Hebron,1328.41,18,1355
"9,001,185,002,000",2000,Danbury,,,
"9,015,599,802,006",2006,Plainfield,4512.53,81,1795
"9,001,188,502,000",2000,Darien,,,
"9,007,352,302,008",2008,Haddam,2045.21,19,929
"9,005,372,802,007",2007,Harwinton,1190.48,8,672
"9,007,470,802,001",2001,Middlefield,,,
"9,009,356,502,008",2008,Hamden,8082.12,437,5407
"9,003,601,202,006",2006,Plainville,14613.18,255,1745
"9,001,683,102,001",2001,Sherman,,,
"9,007,191,302,000",2000,Deep River,,,
"9,003,312,401,998",1998,Glastonbury,,,
"9,007,473,602,001",2001,Middletown,,,
"9,015,405,002,007",2007,Killingly,5490.41,103,1876
"9,015,218,601,999",1999,Eastford,,,
"9,005,607,502,006",2006,Plymouth,2565.88,37,1442
"9,007,407,102,007",2007,Killingworth,1153.85,9,780
"9,003,370,702,008",2008,Hartford,12985.94,1894,14585
"9,013,449,102,005",2005,Mansfield,,,
"9,009,195,502,000",2000,Derby,,,
"9,015,674,001,999",1999,Scotland,,,
"9,003,689,402,010",2010,Simsbury,1553.23,55,3541
"9,011,737,702,003",2003,Stonington,5251.64,96,1828
"9,003,458,202,005",2005,Marlborough,,,
"9,001,681,702,004",2004,Shelton,2785.11,116,4165
"9,007,208,102,000",2000,Durham,,,
"9,003,276,001,998",1998,Farmington,,,
"9,001,741,902,003",2003,Stratford,5251.23,278,5294
"9,009,465,202,005",2005,Meriden,,,
"9,007,470,801,999",1999,Middlefield,,,
"9,001,266,201,998",1998,Fairfield,,,
"9,005,679,601,999",1999,Sharon,,,
"9,003,713,902,010",2010,South Windsor,1957.88,66,3371
"9,005,757,302,003",2003,Thomaston,2310.23,21,909
"9,007,473,601,999",1999,Middletown,,,
"9,007,573,201,999",1999,Old Saybrook,,,
"9,009,469,402,005",2005,Middlebury,,,
"9,013,692,202,004",2004,Somers,2037.2,23,1129
"9,007,222,802,000",2000,East Haddam,,,
"9,003,220,702,000",2000,East Granby,,,
"9,007,262,701,998",1998,Essex,,,
"9,013,692,202,010",2010,Somers,1464.25,17,1161
"9,015,758,702,003",2003,Thompson,3047.09,33,1083
"9,009,475,351,999",1999,Milford,,,
"9,007,470,802,005",2005,Middlefield,,,
"9,003,713,902,004",2004,South Windsor,4041.03,130,3217
"9,007,224,902,000",2000,East Hampton,,,
"9,001,683,101,999",1999,Sherman,,,
"9,003,705,502,010",2010,Southington,2497.83,115,4604
"9,001,486,201,999",1999,Monroe,,,
"9,009,696,402,010",2010,Southbury,1496.6,33,2205
"9,003,689,402,004",2004,Simsbury,2503.77,83,3315
"9,005,082,102,002",2002,Bridgewater,,,
"9,003,259,901,998",1998,Enfield,,,
"9,003,226,302,000",2000,East Hartford,,,
"9,007,473,602,005",2005,Middletown,,,
"9,005,765,702,003",2003,Torrington,6914.46,253,3659
"9,013,762,902,003",2003,Tolland,1282.05,23,1794
"9,013,253,601,998",1998,Ellington,,,
"9,009,475,352,005",2005,Milford,,,
"9,003,705,502,004",2004,Southington,3933.7,178,4525
"9,009,229,102,000",2000,East Haven,,,
"9,011,489,001,999",1999,Montville,,,
"9,009,696,402,004",2004,Southbury,1924.93,40,2078
"9,013,720,902,010",2010,Stafford,2081.78,28,1345
"9,013,720,902,004",2004,Stafford,1689.93,23,1361
"9,011,716,702,010",2010,Sprague,1967.21,6,305
"9,015,014,302,009",2009,Ashford,819.67,4,488
"9,001,238,901,998",1998,Easton,,,
"9,001,772,002,003",2003,Trumbull,6802.4,284,4175
"9,011,234,002,000",2000,East Lyme,,,
"9,011,570,402,006",2006,Old Lyme,595.95,5,839
"9,009,499,501,999",1999,Naugatuck,,,
"9,001,730,702,004",2004,Stamford,5169.34,551,10659
"9,011,489,002,005",2005,Montville,,,
"9,013,782,502,003",2003,Vernon,6734.77,178,2643
"9,015,218,601,998",1998,Eastford,,,
"9,015,734,202,010",2010,Sterling,0,0,439
"9,011,737,702,004",2004,Stonington,7278.65,134,1841
"9,003,248,002,000",2000,East Windsor,,,
"9,001,486,202,005",2005,Monroe,,,
"9,009,499,502,005",2005,Naugatuck,,,
"9,009,787,402,003",2003,Wallingford,3569.15,168,4707
"9,015,121,301,998",1998,Canterbury,,,
"9,003,504,401,999",1999,New Britain,,,
"9,001,505,801,999",1999,New Canaan,,,
"9,001,730,702,010",2010,Stamford,4280.71,477,11143
"9,011,716,701,999",1999,Sprague,,,
"9,001,238,902,000",2000,Easton,,,
"9,003,248,001,998",1998,East Windsor,,,
"9,003,504,402,005",2005,New Britain,,,
"9,009,800,702,003",2003,Waterbury,15474.43,1882,12162
"9,013,253,602,000",2000,Ellington,,,
"9,009,583,001,999",1999,Oxford,,,
"9,003,745,402,004",2004,Suffield,2589,40,1545
"9,001,741,902,004",2004,Stratford,5389.67,287,5325
"9,005,109,402,002",2002,Canaan,,,
"9,001,505,802,005",2005,New Canaan,,,
"9,001,508,601,999",1999,New Fairfield,,,
"9,005,795,102,005",2005,Warren,,,
"9,011,737,702,010",2010,Stonington,2245.43,43,1915
"9,005,757,302,004",2004,Thomaston,2074.24,19,916
"9,011,234,001,998",1998,East Lyme,,,
"9,009,576,002,000",2000,Orange,,,
"9,003,259,902,000",2000,Enfield,,,
"9,001,508,602,005",2005,New Fairfield,,,
"9,005,804,902,003",2003,Watertown,2808.11,72,2564
"9,009,229,101,998",1998,East Haven,,,
"9,005,797,202,005",2005,Washington,,,
"9,001,741,902,010",2010,Stratford,3757.49,207,5509
"9,003,825,902,003",2003,West Hartford,9801.86,653,6662
"9,003,745,402,010",2010,Suffield,1152.74,20,1735
"9,015,734,201,999",1999,Sterling,,,
"9,005,513,502,005",2005,New Hartford,,,
"9,011,802,802,003",2003,Waterford,10460.05,216,2065
"9,003,276,002,000",2000,Farmington,,,
"9,009,520,701,999",1999,New Haven,,,
"9,013,762,902,004",2004,Tolland,1308.62,24,1834
"9,015,758,702,004",2004,Thompson,1850.14,20,1081
"9,003,705,502,001",2001,Southington,,,
"9,015,610,302,000",2000,Pomfret,,,
"9,015,599,801,999",1999,Plainfield,,,
"9,003,226,301,998",1998,East Hartford,,,
"9,007,224,901,998",1998,East Hampton,,,
"9,005,513,501,999",1999,New Hartford,,,
"9,011,299,102,000",2000,Franklin,,,
"9,015,627,102,001",2001,Putnam,,,
"9,005,765,702,004",2004,Torrington,6736.32,245,3637
"9,009,828,702,003",2003,West Haven,8661.42,462,5334
"9,015,138,102,002",2002,Chaplin,,,
"9,001,266,202,000",2000,Fairfield,,,
"9,011,523,502,005",2005,New London,,,
"9,007,816,802,003",2003,Westbrook,5182.93,34,656
"9,003,601,201,999",1999,Plainville,,,
"9,005,757,302,010",2010,Thomaston,2301.26,22,956
"9,007,222,801,998",1998,East Haddam,,,
"9,011,621,502,000",2000,Preston,,,
"9,001,772,002,004",2004,Trumbull,6374.97,271,4251
"9,007,470,802,008",2008,Middlefield,924.21,5,541
"9,009,520,702,005",2005,New Haven,,,
"9,005,526,302,005",2005,New Milford,,,
"9,003,312,402,000",2000,Glastonbury,,,
"9,015,758,702,010",2010,Thompson,1491.15,16,1073
"9,005,607,501,999",1999,Plymouth,,,
"9,005,757,301,999",1999,Thomaston,,,
"9,013,782,502,004",2004,Vernon,5844.16,153,2618
"9,001,835,002,003",2003,Westport,1290.72,42,3254
"9,005,765,702,010",2010,Torrington,5932.69,208,3506
"9,009,032,502,009",2009,Beacon Falls,2698.65,18,667
"9,003,521,402,005",2005,Newington,,,
"9,003,326,402,000",2000,Granby,,,
"9,001,634,802,000",2000,Redding,,,
"9,013,762,902,010",2010,Tolland,723.59,15,2073
"9,013,778,302,010",2010,Union,0,0,76
"9,009,787,402,004",2004,Wallingford,4060.37,191,4704
"9,003,220,701,998",1998,East Granby,,,
"9,007,208,101,998",1998,Durham,,,
"9,001,529,802,005",2005,Newtown,,,
"9,001,336,202,000",2000,Greenwich,,,
"9,007,143,002,002",2002,Chester,,,
"9,003,849,002,003",2003,Wethersfield,4457.05,110,2468
"9,001,772,002,010",2010,Trumbull,4502.02,212,4709
"9,009,800,702,004",2004,Waterbury,12820.09,1572,12262
"9,007,618,001,999",1999,Portland,,,
"9,009,622,901,999",1999,Prospect,,,
"9,009,538,902,005",2005,North Branford,,,
"9,011,339,002,000",2000,Griswold,,,
"9,005,659,302,000",2000,Roxbury,,,
"9,009,195,501,998",1998,Derby,,,
"9,011,802,802,004",2004,Waterford,10538.98,219,2078
"9,001,863,702,003",2003,Wilton,853.37,22,2578
"9,013,782,502,010",2010,Vernon,3964.4,98,2472
"9,001,634,802,001",2001,Redding,,,
"9,005,540,302,005",2005,North Canaan,,,
"9,011,342,502,000",2000,Groton,,,
"9,007,191,301,998",1998,Deep River,,,
"9,013,778,301,999",1999,Union,,,
"9,015,627,101,999",1999,Putnam,,,
"9,005,804,902,004",2004,Watertown,2888.37,74,2562
"9,005,864,402,003",2003,Winchester,6958.76,81,1164
"9,009,045,802,009",2009,Bethany,543.48,4,736
"9,011,662,102,000",2000,Salem,,,
"9,009,548,702,005",2005,North Haven,,,
"9,009,349,502,000",2000,Guilford,,,
"9,001,634,801,999",1999,Redding,,,
"9,001,188,501,998",1998,Darien,,,
"9,011,786,002,010",2010,Voluntown,0,0,275
"9,003,825,902,004",2004,West Hartford,9669.74,650,6722
"9,015,867,902,003",2003,Windham,1699.35,39,2295
"9,013,859,502,003",2003,Willington,1263.82,8,633
"9,011,555,002,005",2005,North Stonington,,,
"9,007,352,302,000",2000,Haddam,,,
"9,007,816,802,005",2005,Westbrook,,,
"9,005,160,502,002",2002,Colebrook,,,
"9,009,828,702,004",2004,West Haven,3202.71,170,5308
"9,003,870,002,003",2003,Windsor,9384.43,311,3314
"9,005,795,102,010",2010,Warren,1212.12,2,165
"9,001,639,701,999",1999,Ridgefield,,,
"9,001,560,602,005",2005,Norwalk,,,
"9,009,356,502,000",2000,Hamden,,,
"9,009,787,402,010",2010,Wallingford,2497.33,117,4685
"9,009,800,702,010",2010,Waterbury,8234.84,1059,12860
"9,007,816,802,004",2004,Westbrook,2865.76,19,663
"9,001,185,001,998",1998,Danbury,,,
"9,007,180,801,998",1998,Cromwell,,,
"9,011,562,702,005",2005,Norwich,,,
"9,003,370,702,000",2000,Hartford,,,
"9,015,610,302,006",2006,Pomfret,183.15,1,546
"9,005,795,101,999",1999,Warren,,,
"9,001,834,302,004",2004,Weston,1405.75,22,1565
"9,003,653,701,999",1999,Rocky Hill,,,
"9,005,664,201,999",1999,Salisbury,,,
"9,007,573,202,005",2005,Old Saybrook,,,
"9,005,372,802,000",2000,Harwinton,,,
"9,001,683,102,000",2000,Sherman,,,
"9,015,674,002,000",2000,Scotland,,,
"9,001,639,702,001",2001,Ridgefield,,,
"9,013,178,001,998",1998,Coventry,,,
"9,001,835,002,004",2004,Westport,2164.89,73,3372
"9,009,877,002,003",2003,Woodbridge,240.19,3,1249
"9,011,802,802,010",2010,Waterford,8812.62,190,2156
