"CT County Subdivisions,Year",Year,Town,Juvenile arrests Rate,"Juvenile arrests, Total arrests, 10 to 17 years, Number","Total population, 10 to 17 years, Number"
"9,005,494,602,006",2006,Morris,2545.45,7,275
"9,003,870,701,999",1999,Windsor Locks,,,
"9,007,191,302,005",2005,Deep River,,,
"9,003,020,601,999",1999,Avon,,,
"9,003,825,902,006",2006,West Hartford,7746.27,530,6842
"9,005,027,602,010",2010,Barkhamsted,1716.74,8,466
"9,015,091,902,002",2002,Brooklyn,,,
"9,009,475,352,008",2008,Milford,9973.25,522,5234
"9,001,080,702,003",2003,Bridgeport,7439.37,1224,16453
"9,007,153,502,005",2005,Clinton,,,
"9,013,859,502,005",2005,Willington,,,
"9,001,560,602,008",2008,Norwalk,4831.66,376,7782
"9,009,195,502,005",2005,Derby,,,
"9,009,800,702,006",2006,Waterbury,9020.14,1124,12461
"9,001,238,902,004",2004,Easton,1798.2,18,1001
"9,011,716,702,006",2006,Sprague,5740.18,19,331
"9,003,101,002,010",2010,Burlington,1599.39,21,1313
"9,003,101,002,002",2002,Burlington,,,
"9,005,526,302,008",2008,New Milford,2270.72,77,3391
"9,009,676,102,000",2000,Seymour,,,
"9,013,720,902,006",2006,Stafford,3908.55,53,1356
"9,003,043,001,999",1999,Berlin,,,
"9,005,757,302,006",2006,Thomaston,2583.42,24,929
"9,007,180,802,005",2005,Cromwell,,,
"9,011,802,802,006",2006,Waterford,7176.81,151,2104
"9,003,713,902,006",2006,South Windsor,2936.68,96,3269
"9,011,234,002,004",2004,East Lyme,3078.5,60,1949
"9,001,863,702,005",2005,Wilton,,,
"9,015,121,302,002",2002,Canterbury,,,
"9,003,521,402,008",2008,Newington,5591.77,163,2915
"9,001,681,702,000",2000,Shelton,,,
"9,001,834,302,008",2008,Weston,578.03,10,1730
"9,005,864,402,005",2005,Winchester,,,
"9,015,758,702,006",2006,Thompson,2224.28,24,1079
"9,005,109,402,010",2010,Canaan,2803.74,3,107
"9,001,047,201,999",1999,Bethel,,,
"9,005,804,902,006",2006,Watertown,2658.33,68,2558
"9,009,696,402,006",2006,Southbury,2122.64,45,2120
"9,009,045,802,010",2010,Bethany,1072.39,8,746
"9,015,121,302,010",2010,Canterbury,1016.95,6,590
"9,003,122,702,002",2002,Canton,,,
"9,009,499,502,008",2008,Naugatuck,5420.35,196,3616
"9,003,689,402,000",2000,Simsbury,,,
"9,009,787,402,006",2006,Wallingford,4470.94,210,4697
"9,015,867,902,005",2005,Windham,,,
"9,013,762,902,006",2006,Tolland,2143.23,41,1913
"9,009,828,702,006",2006,West Haven,8352.36,439,5256
"9,001,834,302,006",2006,Weston,788.83,13,1648
"9,003,059,101,999",1999,Bloomfield,,,
"9,009,548,702,009",2009,North Haven,2201.14,58,2635
"9,003,122,702,010",2010,Canton,1980.2,24,1212
"9,009,141,602,002",2002,Cheshire,,,
"9,003,601,202,009",2009,Plainville,10229.89,178,1740
"9,013,692,202,000",2000,Somers,,,
"9,001,741,902,006",2006,Stratford,4121.8,222,5386
"9,003,870,002,005",2005,Windsor,,,
"9,005,765,702,006",2006,Torrington,6123.02,220,3593
"9,007,816,802,006",2006,Westbrook,2215.66,15,677
"9,013,778,302,007",2007,Union,0,0,71
"9,009,520,702,008",2008,New Haven,11358.84,1452,12783
"9,001,560,602,009",2009,Norwalk,4803.77,377,7848
"9,015,138,102,010",2010,Chaplin,6896.55,16,232
"9,009,073,101,999",1999,Branford,,,
"9,001,505,802,008",2008,New Canaan,1088.65,35,3215
"9,003,713,902,000",2000,South Windsor,,,
"9,005,082,102,009",2009,Bridgewater,1098.9,2,182
"9,003,870,702,005",2005,Windsor Locks,,,
"9,011,570,402,008",2008,Old Lyme,1531.21,13,849
"9,007,153,502,002",2002,Clinton,,,
"9,003,521,401,999",1999,Newington,,,
"9,005,679,602,006",2006,Sharon,754.72,2,265
"9,011,523,502,008",2008,New London,10064.94,248,2464
"9,003,059,102,010",2010,Bloomfield,5106.83,98,1919
"9,009,141,602,010",2010,Cheshire,3263.1,127,3892
"9,011,159,102,002",2002,Colchester,,,
"9,001,508,602,008",2008,New Fairfield,1851.85,38,2052
"9,001,080,701,999",1999,Bridgeport,,,
"9,011,786,002,007",2007,Voluntown,2473.5,7,283
"9,009,875,602,005",2005,Wolcott,,,
"9,007,573,202,008",2008,Old Saybrook,4549.68,49,1077
"9,009,445,602,008",2008,Madison,1138.03,31,2724
"9,001,529,802,009",2009,Newtown,1906.67,76,3986
"9,009,696,402,000",2000,Southbury,,,
"9,011,562,702,008",2008,Norwich,7915.44,322,4068
"9,011,570,402,009",2009,Old Lyme,1406.8,12,853
"9,007,143,002,010",2010,Chester,934.58,4,428
"9,013,164,002,002",2002,Columbia,,,
"9,009,012,202,010",2010,Ansonia,5105.39,109,2135
"9,003,705,502,000",2000,Southington,,,
"9,001,529,802,008",2008,Newtown,2259.89,88,3894
"9,003,084,901,999",1999,Bristol,,,
"9,003,870,702,010",2010,Windsor Locks,3173.37,41,1292
"9,003,705,502,006",2006,Southington,2395.08,109,4551
"9,003,084,902,010",2010,Bristol,2588.62,157,6065
"9,007,153,502,010",2010,Clinton,5446.62,75,1377
"9,005,540,302,008",2008,North Canaan,3693.18,13,352
"9,007,573,202,009",2009,Old Saybrook,5596.33,61,1090
"9,005,879,102,005",2005,Woodbury,,,
"92,002",2002,Connecticut,,,
"9,011,489,002,009",2009,Montville,2674.07,53,1982
"9,013,720,902,000",2000,Stafford,,,
"9,013,010,801,998",1998,Andover,,,
"9,009,465,202,008",2008,Meriden,9037.68,602,6661
"9,001,089,801,999",1999,Brookfield,,,
"9,005,607,502,009",2009,Plymouth,1329.6,19,1429
"9,009,548,702,008",2008,North Haven,1795.26,47,2618
"9,009,576,002,009",2009,Orange,1432.66,25,1745
"9,009,012,202,006",2006,Ansonia,10024.45,205,2045
"9,013,178,002,002",2002,Coventry,,,
"9,011,716,702,009",2009,Sprague,321.54,1,311
"9,001,730,702,000",2000,Stamford,,,
"9,015,014,302,006",2006,Ashford,202.02,1,495
"9,009,877,002,010",2010,Woodbridge,2110.39,26,1232
"9,009,012,201,998",1998,Ansonia,,,
"9,009,465,202,009",2009,Meriden,7960.5,532,6683
"9,007,618,002,001",2001,Portland,,,
"9,015,091,901,999",1999,Brooklyn,,,
"9,009,583,002,009",2009,Oxford,555.17,8,1441
"9,007,180,802,002",2002,Cromwell,,,
"9,007,222,802,010",2010,East Haddam,1535.51,16,1042
"9,011,737,702,000",2000,Stonington,,,
"9,015,218,602,010",2010,Eastford,1086.96,2,184
"9,003,020,602,006",2006,Avon,2188.18,50,2285
"9,005,879,102,010",2010,Woodbury,617.28,7,1134
"9,005,534,702,008",2008,Norfolk,5612.24,11,196
"9,001,185,002,010",2010,Danbury,4618.67,324,7015
"9,015,014,301,998",1998,Ashford,,,
"9,015,599,802,009",2009,Plainfield,4450.7,79,1775
"9,003,101,001,999",1999,Burlington,,,
"9,001,505,802,009",2009,New Canaan,333.33,11,3300
"9,001,741,902,000",2000,Stratford,,,
"9,001,238,902,010",2010,Easton,0,0,1165
"9,005,027,602,006",2006,Barkhamsted,2455.36,11,448
"9,015,881,902,010",2010,Woodstock,1191.66,12,1007
"9,001,185,002,002",2002,Danbury,,,
"9,001,266,202,010",2010,Fairfield,971.69,69,7101
"9,013,062,602,010",2010,Bolton,476.19,3,630
"9,011,299,102,010",2010,Franklin,2272.73,5,220
"9,003,020,601,998",1998,Avon,,,
"9,001,508,602,009",2009,New Fairfield,1492.54,31,2077
"9,003,122,701,999",1999,Canton,,,
"9,015,734,202,009",2009,Sterling,1154.73,5,433
"9,003,043,002,006",2006,Berlin,3369.76,74,2196
"9,001,188,502,002",2002,Darien,,,
"9,003,276,002,010",2010,Farmington,8540.8,247,2892
"9,009,475,352,009",2009,Milford,9500.1,496,5221
"9,003,745,402,000",2000,Suffield,,,
"9,001,529,801,999",1999,Newtown,,,
"9,009,445,602,009",2009,Madison,827.34,23,2780
"9,009,195,502,002",2002,Derby,,,
"9,009,229,102,010",2010,East Haven,3260.87,90,2760
"9,005,027,601,998",1998,Barkhamsted,,,
"9,003,259,902,010",2010,Enfield,8532.26,361,4231
"9,009,141,601,999",1999,Cheshire,,,
"9,011,339,002,010",2010,Griswold,1367.78,18,1316
"9,013,778,302,009",2009,Union,0,0,74
"9,005,757,302,000",2000,Thomaston,,,
"9,015,091,902,010",2010,Brooklyn,2181.4,19,871
"9,001,047,202,006",2006,Bethel,3387.53,75,2214
"9,007,208,102,002",2002,Durham,,,
"9,009,520,702,009",2009,New Haven,10824.46,1372,12675
"9,011,786,002,009",2009,Voluntown,719.42,2,278
"9,007,262,702,010",2010,Essex,279.72,2,715
"9,009,032,501,998",1998,Beacon Falls,,,
"9,005,795,102,008",2008,Warren,0,0,157
"9,007,153,501,999",1999,Clinton,,,
"9,001,080,702,010",2010,Bridgeport,4005.87,628,15677
"9,005,172,402,010",2010,Cornwall,1242.24,2,161
"9,015,758,702,000",2000,Thompson,,,
"9,007,222,802,002",2002,East Haddam,,,
"9,003,020,602,010",2010,Avon,1543.21,40,2592
"9,005,679,602,009",2009,Sharon,432.9,1,231
"9,013,762,902,000",2000,Tolland,,,
"9,003,059,102,006",2006,Bloomfield,12569.97,247,1965
"9,003,043,001,998",1998,Berlin,,,
"9,005,082,102,010",2010,Bridgewater,0,0,178
"9,011,159,101,999",1999,Colchester,,,
"9,013,178,002,010",2010,Coventry,1897.02,28,1476
"9,013,062,602,006",2006,Bolton,1100.63,7,636
"9,007,224,902,002",2002,East Hampton,,,
"9,015,014,302,010",2010,Ashford,205.76,1,486
"9,005,765,702,000",2000,Torrington,,,
"9,003,326,402,010",2010,Granby,1925.55,30,1558
"9,009,045,801,998",1998,Bethany,,,
"9,001,683,102,009",2009,Sherman,433.84,2,461
"9,009,073,102,006",2006,Branford,4108.03,108,2629
"9,013,164,001,999",1999,Columbia,,,
"9,003,521,402,009",2009,Newington,3713.8,109,2935
"9,009,073,102,010",2010,Branford,2725.86,70,2568
"9,001,772,002,000",2000,Trumbull,,,
"9,003,226,302,002",2002,East Hartford,,,
"9,001,336,202,010",2010,Greenwich,1715.87,136,7926
"9,001,089,802,010",2010,Brookfield,945.52,21,2221
"9,011,342,502,010",2010,Groton,1270.14,41,3228
"9,001,080,702,006",2006,Bridgeport,6668.32,1075,16121
"9,001,047,201,998",1998,Bethel,,,
"9,003,043,002,010",2010,Berlin,1827.32,40,2189
"91,999",1999,Connecticut,,,
"9,013,253,602,010",2010,Ellington,454.03,8,1762
"9,013,782,502,000",2000,Vernon,,,
"9,009,229,102,002",2002,East Haven,,,
"9,013,010,802,010",2010,Andover,669.64,3,448
"9,003,870,002,010",2010,Windsor,5709.02,186,3258
"9,001,188,502,010",2010,Darien,686.7,24,3495
"9,003,084,902,006",2006,Bristol,4860.54,298,6131
"9,011,234,002,002",2002,East Lyme,,,
"9,005,049,301,998",1998,Bethlehem,,,
"9,005,322,902,010",2010,Goshen,1197.6,4,334
"9,013,178,001,999",1999,Coventry,,,
"9,007,191,302,010",2010,Deep River,10064.24,47,467
"9,009,787,402,000",2000,Wallingford,,,
"9,009,538,901,999",1999,North Branford,,,
"9,001,047,202,010",2010,Bethel,1920.44,42,2187
"9,003,312,402,010",2010,Glastonbury,2306.39,109,4726
"9,003,059,101,998",1998,Bloomfield,,,
"9,003,248,002,002",2002,East Windsor,,,
"9,007,180,801,999",1999,Cromwell,,,
"9,013,164,002,010",2010,Columbia,1140.07,7,614
"9,009,875,602,010",2010,Wolcott,2045.67,43,2102
"9,009,195,502,010",2010,Derby,4121.11,49,1189
"9,005,797,202,000",2000,Washington,,,
"9,015,218,602,002",2002,Eastford,,,
"9,005,049,302,010",2010,Bethlehem,911.16,4,439
"9,001,089,802,006",2006,Brookfield,2185.27,46,2105
"9,009,800,702,000",2000,Waterbury,,,
"9,015,091,902,006",2006,Brooklyn,3387.85,29,856
"9,013,062,601,998",1998,Bolton,,,
"9,003,248,002,010",2010,East Windsor,4187.44,42,1003
"9,001,185,001,999",1999,Danbury,,,
"9,007,208,102,010",2010,Durham,863.72,9,1042
"9,003,101,002,006",2006,Burlington,1828.76,22,1203
"9,011,068,202,010",2010,Bozrah,352.11,1,284
"9,013,253,602,002",2002,Ellington,,,
"9,011,802,802,000",2000,Waterford,,,
"9,011,068,201,998",1998,Bozrah,,,
"9,003,220,702,010",2010,East Granby,963.08,6,623
"9,005,109,402,006",2006,Canaan,1694.92,2,118
"9,001,188,501,999",1999,Darien,,,
"9,003,259,902,002",2002,Enfield,,,
"9,005,804,902,000",2000,Watertown,,,
"9,009,032,502,010",2010,Beacon Falls,4910.71,33,672
"9,015,121,302,006",2006,Canterbury,818.33,5,611
"9,009,073,101,998",1998,Branford,,,
"9,009,195,501,999",1999,Derby,,,
"9,009,349,502,010",2010,Guilford,3613.14,99,2740
"9,003,825,902,000",2000,West Hartford,,,
"9,007,180,802,010",2010,Cromwell,4859.15,69,1420
"9,007,262,702,002",2002,Essex,,,
"9,007,224,902,010",2010,East Hampton,2591.04,37,1428
"9,003,122,702,006",2006,Canton,4078.01,46,1128
"9,001,080,701,998",1998,Bridgeport,,,
"9,007,208,101,999",1999,Durham,,,
"9,001,266,202,002",2002,Fairfield,,,
"9,003,226,302,010",2010,East Hartford,8072.24,438,5426
"9,009,828,702,000",2000,West Haven,,,
"9,003,276,002,002",2002,Farmington,,,
"9,005,082,101,998",1998,Bridgewater,,,
"9,009,141,602,006",2006,Cheshire,3336.89,125,3746
"9,003,220,701,999",1999,East Granby,,,
"9,007,816,802,000",2000,Westbrook,,,
"9,005,540,301,999",1999,North Canaan,,,
"9,001,834,302,000",2000,Weston,,,
"9,007,143,002,006",2006,Chester,491.4,2,407
"9,003,084,901,998",1998,Bristol,,,
"9,003,312,402,002",2002,Glastonbury,,,
"9,007,222,801,999",1999,East Haddam,,,
"9,011,234,002,010",2010,East Lyme,766.87,15,1956
"9,007,153,502,006",2006,Clinton,3949.22,56,1418
"9,003,326,402,002",2002,Granby,,,
"9,001,835,002,000",2000,Westport,,,
"9,001,089,801,998",1998,Brookfield,,,
"9,011,159,102,006",2006,Colchester,3114.19,63,2023
"9,007,224,901,999",1999,East Hampton,,,
"9,001,336,202,002",2002,Greenwich,,,
"9,003,849,002,000",2000,Wethersfield,,,
"9,013,164,002,006",2006,Columbia,6677.8,40,599
"9,015,091,901,998",1998,Brooklyn,,,
"9,003,226,301,999",1999,East Hartford,,,
"9,013,859,502,000",2000,Willington,,,
"9,011,339,002,002",2002,Griswold,,,
"92,006",2006,Connecticut,5829.39,22448,385083
"9,003,101,001,998",1998,Burlington,,,
"9,009,229,101,999",1999,East Haven,,,
"9,011,342,502,002",2002,Groton,,,
"9,001,863,702,000",2000,Wilton,,,
"9,009,349,502,002",2002,Guilford,,,
"9,005,109,401,998",1998,Canaan,,,
"9,013,178,002,006",2006,Coventry,2114.6,31,1466
"9,011,234,001,999",1999,East Lyme,,,
"9,005,864,402,000",2000,Winchester,,,
"9,009,356,502,002",2002,Hamden,,,
"9,015,867,902,000",2000,Windham,,,
"9,007,180,802,006",2006,Cromwell,9942.36,138,1388
"9,011,159,102,010",2010,Colchester,2931.75,64,2183
"9,003,248,001,999",1999,East Windsor,,,
"9,001,185,002,006",2006,Danbury,5719.24,396,6924
"9,003,370,702,002",2002,Hartford,,,
"9,009,475,351,998",1998,Milford,,,
"9,001,835,002,006",2006,Westport,1218.84,44,3610
"9,011,068,202,004",2004,Bozrah,2930.4,8,273
"9,013,253,602,004",2004,Ellington,1558.6,25,1604
"9,005,879,101,998",1998,Woodbury,,,
"9,005,109,402,001",2001,Canaan,,,
"9,005,322,902,003",2003,Goshen,1261.83,4,317
"9,005,372,802,002",2002,Harwinton,,,
"9,003,601,202,007",2007,Plainville,14343.09,250,1743
"9,009,583,002,008",2008,Oxford,1126.76,16,1420
"9,009,576,002,008",2008,Orange,2721.48,47,1727
"9,003,849,002,006",2006,Wethersfield,6783.63,174,2565
"9,005,402,902,009",2009,Kent,754.72,2,265
"9,003,326,402,003",2003,Granby,3494.42,47,1345
"9,001,486,201,998",1998,Monroe,,,
"9,013,379,102,002",2002,Hebron,,,
"9,003,259,902,004",2004,Enfield,10682.17,487,4559
"9,005,494,601,999",1999,Morris,,,
"9,013,859,502,006",2006,Willington,1292.41,8,619
"9,015,881,901,998",1998,Woodstock,,,
"9,011,489,001,998",1998,Montville,,,
"9,005,607,502,007",2007,Plymouth,2433.94,35,1438
"9,015,405,002,002",2002,Killingly,,,
"9,001,336,202,003",2003,Greenwich,3817.81,259,6784
"9,003,601,202,008",2008,Plainville,11940.3,208,1742
"9,015,599,802,008",2008,Plainfield,5221.79,93,1781
"9,001,863,702,006",2006,Wilton,1354.32,37,2732
"9,015,138,102,001",2001,Chaplin,,,
"9,011,339,002,003",2003,Griswold,1805.87,24,1329
"9,007,262,702,004",2004,Essex,1724.14,11,638
"9,005,494,601,998",1998,Morris,,,
"9,007,407,102,002",2002,Killingworth,,,
"9,001,266,202,004",2004,Fairfield,1786.29,110,6158
"9,005,082,102,004",2004,Bridgewater,1960.78,4,204
"9,005,864,402,006",2006,Winchester,13572.68,155,1142
"9,009,032,502,005",2005,Beacon Falls,,,
"9,007,143,002,001",2001,Chester,,,
"9,011,621,502,007",2007,Preston,998,5,501
"9,011,423,902,002",2002,Lebanon,,,
"9,011,342,502,003",2003,Groton,1479.21,53,3583
"9,007,618,002,008",2008,Portland,1699.72,18,1059
"9,005,607,502,008",2008,Plymouth,2719.67,39,1434
"9,015,867,902,006",2006,Windham,910.27,21,2307
"9,009,499,501,998",1998,Naugatuck,,,
"9,009,349,502,003",2003,Guilford,8658.17,231,2668
"9,003,276,002,004",2004,Farmington,9469.56,266,2809
"9,013,859,502,001",2001,Willington,,,
"9,007,618,002,007",2007,Portland,2975.05,31,1042
"9,011,426,002,002",2002,Ledyard,,,
"9,003,312,402,004",2004,Glastonbury,3123.47,128,4098
"9,003,504,401,998",1998,New Britain,,,
"9,011,432,302,009",2009,Lisbon,1960.78,11,561
"9,003,870,002,006",2006,Windsor,7993.92,263,3290
"9,007,352,302,003",2003,Haddam,1851.85,16,864
"9,015,627,102,007",2007,Putnam,695.13,7,1007
"9,005,160,502,001",2001,Colebrook,,,
"9,005,433,702,002",2002,Litchfield,,,
"9,005,322,902,004",2004,Goshen,1253.92,4,319
"9,015,627,102,008",2008,Putnam,698.6,7,1002
"9,005,049,302,005",2005,Bethlehem,,,
"9,003,870,702,006",2006,Windsor Locks,8778.63,115,1310
"9,003,326,402,004",2004,Granby,3125,43,1376
"9,001,634,802,007",2007,Redding,1466.99,18,1227
"9,013,164,002,001",2001,Columbia,,,
"9,001,505,801,998",1998,New Canaan,,,
"9,009,445,602,002",2002,Madison,,,
"9,009,356,502,003",2003,Hamden,6849.32,370,5402
"9,001,634,802,008",2008,Redding,1045.86,13,1243
"9,005,433,702,009",2009,Litchfield,4643.96,45,969
"9,009,875,602,006",2006,Wolcott,4008.02,80,1996
"9,001,508,601,998",1998,New Fairfield,,,
"9,001,639,702,007",2007,Ridgefield,1032.33,38,3681
"9,009,622,902,007",2007,Prospect,187.27,2,1068
"9,003,447,002,002",2002,Manchester,,,
"9,003,370,702,003",2003,Hartford,15327.75,2343,15286
"9,001,639,702,008",2008,Ridgefield,769.43,29,3769
"9,009,877,002,006",2006,Woodbridge,1046.7,13,1242
"9,011,068,202,005",2005,Bozrah,,,
"9,003,371,402,003",2003,Hartland,3759.4,10,266
"9,001,336,202,004",2004,Greenwich,3584.28,249,6947
"9,015,138,102,006",2006,Chaplin,5508.47,13,236
"9,005,172,402,001",2001,Cornwall,,,
"9,013,449,102,002",2002,Mansfield,,,
"9,011,339,002,004",2004,Griswold,3617.18,48,1327
"9,015,218,602,007",2007,Eastford,0,0,189
"9,005,513,501,998",1998,New Hartford,,,
"9,005,879,102,006",2006,Woodbury,2389.71,26,1088
"9,005,109,402,004",2004,Canaan,8064.52,10,124
"9,005,372,802,003",2003,Harwinton,2852.85,19,666
"9,005,664,202,007",2007,Salisbury,1546.39,6,388
"9,015,610,302,008",2008,Pomfret,355.87,2,562
"9,003,458,202,002",2002,Marlborough,,,
"9,011,342,502,004",2004,Groton,1613.82,57,3532
"9,005,082,102,005",2005,Bridgewater,,,
"9,009,622,902,008",2008,Prospect,2230.48,24,1076
"9,013,010,802,007",2007,Andover,476.19,2,420
"9,009,520,701,998",1998,New Haven,,,
"9,013,379,102,003",2003,Hebron,3047.78,37,1214
"9,009,676,102,007",2007,Seymour,12041.28,210,1744
"9,005,534,701,999",1999,Norfolk,,,
"9,009,465,202,002",2002,Meriden,,,
"9,005,534,702,003",2003,Norfolk,1117.32,2,179
"9,011,523,501,998",1998,New London,,,
"9,011,662,102,008",2008,Salem,530.97,3,565
"9,009,012,202,007",2007,Ansonia,7253.38,150,2068
"9,011,442,102,009",2009,Lyme,1282.05,3,234
"9,015,405,002,003",2003,Killingly,6371.05,125,1962
"9,009,349,502,004",2004,Guilford,6086.63,163,2678
"9,003,653,702,007",2007,Rocky Hill,2172.67,38,1749
"9,007,470,802,002",2002,Middlefield,,,
"9,007,352,302,004",2004,Haddam,1482.33,13,877
"9,009,676,102,008",2008,Seymour,13524.36,236,1745
"9,005,664,202,008",2008,Salisbury,539.08,2,371
"9,003,020,602,007",2007,Avon,1058.43,25,2362
"9,011,621,502,008",2008,Preston,1010.1,5,495
"9,007,407,102,003",2003,Killingworth,1392.76,10,718
"9,001,681,702,007",2007,Shelton,3118.31,131,4201
"9,005,526,301,998",1998,New Milford,,,
"9,007,473,602,002",2002,Middletown,,,
"9,009,356,502,004",2004,Hamden,6681.47,361,5403
"9,005,160,502,006",2006,Colebrook,0,0,176
"9,005,027,602,007",2007,Barkhamsted,2654.87,12,452
"9,005,109,402,005",2005,Canaan,,,
"9,015,138,102,004",2004,Chaplin,6302.52,15,238
"9,005,679,602,007",2007,Sharon,1574.8,4,254
"9,009,475,352,002",2002,Milford,,,
"9,003,521,401,998",1998,Newington,,,
"9,007,222,802,001",2001,East Haddam,,,
"9,003,653,702,008",2008,Rocky Hill,3911.56,69,1764
"9,009,032,502,007",2007,Beacon Falls,2127.66,14,658
"9,007,407,102,009",2009,Killingworth,493.22,4,811
"9,015,121,302,005",2005,Canterbury,,,
"9,011,423,902,003",2003,Lebanon,2313.35,22,951
"9,001,529,801,998",1998,Newtown,,,
"9,007,262,702,007",2007,Essex,1033.97,7,677
"9,011,426,002,003",2003,Ledyard,1704.26,34,1995
"9,013,692,202,008",2008,Somers,782.61,9,1150
"9,003,689,402,008",2008,Simsbury,1846.51,64,3466
"9,003,043,002,007",2007,Berlin,3783.04,83,2194
"9,001,486,202,002",2002,Monroe,,,
"9,005,534,702,006",2006,Norfolk,1587.3,3,189
"9,003,371,402,004",2004,Hartland,3100.78,8,258
"9,003,689,402,007",2007,Simsbury,2071.18,71,3428
"9,011,489,002,002",2002,Montville,,,
"9,005,433,702,003",2003,Litchfield,4360.47,45,1032
"9,011,570,402,003",2003,Old Lyme,3515.15,29,825
"9,001,047,202,007",2007,Bethel,2084.28,46,2207
"9,005,534,701,998",1998,Norfolk,,,
"9,009,445,602,003",2003,Madison,1144.26,28,2447
"9,005,372,802,004",2004,Harwinton,1799.1,12,667
"9,003,370,702,004",2004,Hartford,14650.73,2219,15146
"9,005,494,602,002",2002,Morris,,,
"9,013,379,102,004",2004,Hebron,2642.11,33,1249
"9,009,538,901,998",1998,North Branford,,,
"9,003,713,902,008",2008,South Windsor,3253.01,108,3320
"9,007,143,002,005",2005,Chester,,,
"9,005,402,902,004",2004,Kent,1865.67,5,268
"9,007,573,202,003",2003,Old Saybrook,3956.48,40,1011
"9,013,692,202,007",2007,Somers,524.02,6,1145
"9,003,059,102,007",2007,Bloomfield,12794.27,250,1954
"9,009,576,001,999",1999,Orange,,,
"9,003,447,002,003",2003,Manchester,17459.74,954,5464
"9,011,299,102,007",2007,Franklin,900.9,2,222
"9,001,681,702,008",2008,Shelton,4959.66,209,4214
"9,013,062,602,007",2007,Bolton,788.64,5,634
"9,013,449,102,003",2003,Mansfield,3908.55,53,1356
"9,009,499,502,002",2002,Naugatuck,,,
"9,003,713,902,007",2007,South Windsor,3703.7,122,3294
"9,005,540,301,998",1998,North Canaan,,,
"9,009,696,402,008",2008,Southbury,1386.96,30,2163
"9,015,405,002,004",2004,Killingly,8453.61,164,1940
"9,001,238,902,001",2001,Easton,,,
"9,015,218,602,001",2001,Eastford,,,
"9,009,073,102,007",2007,Branford,4208.11,110,2614
"9,007,407,102,004",2004,Killingworth,409.28,3,733
"9,003,504,402,002",2002,New Britain,,,
"9,009,696,402,007",2007,Southbury,1447.92,31,2141
"9,003,705,502,007",2007,Southington,2432.08,111,4564
"9,003,705,502,008",2008,Southington,3101.79,142,4578
"9,005,160,502,005",2005,Colebrook,,,
"9,001,505,802,002",2002,New Canaan,,,
"9,011,716,702,008",2008,Sprague,2830.19,9,318
"9,005,172,402,006",2006,Cornwall,0,0,168
"9,009,465,202,003",2003,Meriden,8823.08,578,6551
"9,009,032,502,002",2002,Beacon Falls,,,
"9,005,322,902,007",2007,Goshen,0,0,327
"9,001,080,702,007",2007,Bridgeport,6552.15,1049,16010
"9,011,423,902,004",2004,Lebanon,2953.59,28,948
"9,001,508,602,002",2002,New Fairfield,,,
"9,011,555,001,998",1998,North Stonington,,,
"9,003,084,902,007",2007,Bristol,4317.25,264,6115
"9,011,426,002,004",2004,Ledyard,3088.61,61,1975
"9,015,734,202,007",2007,Sterling,4502.37,19,422
"9,011,716,702,007",2007,Sprague,1543.21,5,324
"9,013,720,902,007",2007,Stafford,3473.76,47,1353
"9,001,560,601,998",1998,Norwalk,,,
"9,009,548,701,998",1998,North Haven,,,
"9,005,513,502,002",2002,New Hartford,,,
"9,001,730,702,008",2008,Stamford,4735.02,520,10982
"9,001,089,802,007",2007,Brookfield,1780.69,38,2134
"9,005,433,702,004",2004,Litchfield,5386.88,55,1021
"9,009,469,402,003",2003,Middlebury,1201.92,10,832
"9,003,458,202,003",2003,Marlborough,2684.56,20,745
"9,009,045,802,002",2002,Bethany,,,
"9,007,473,602,003",2003,Middletown,3589.48,142,3956
"9,009,520,702,002",2002,New Haven,,,
"9,011,737,702,008",2008,Stonington,4867.72,92,1890
"9,015,091,902,007",2007,Brooklyn,3255.81,28,860
"9,015,610,301,999",1999,Pomfret,,,
"9,009,445,602,004",2004,Madison,1079.14,27,2502
"9,011,562,701,998",1998,Norwich,,,
"9,001,730,702,007",2007,Stamford,4449.13,485,10901
"9,009,475,352,003",2003,Milford,8699.75,461,5299
"9,011,523,502,002",2002,New London,,,
"9,011,299,102,001",2001,Franklin,,,
"9,003,101,002,007",2007,Burlington,2599.51,32,1231
"9,003,447,002,004",2004,Manchester,18168.47,990,5449
"9,003,745,402,007",2007,Suffield,1341.46,22,1640
"9,005,322,902,001",2001,Goshen,,,
"9,011,570,401,998",1998,Old Lyme,,,
"9,005,659,302,008",2008,Roxbury,0,0,248
"9,001,486,202,003",2003,Monroe,503.1,13,2584
"9,005,526,302,002",2002,New Milford,,,
"9,005,160,502,004",2004,Colebrook,1162.79,2,172
"9,003,122,702,007",2007,Canton,1914.71,22,1149
"9,011,621,501,999",1999,Preston,,,
"9,013,449,102,004",2004,Mansfield,3769.4,51,1353
"9,005,757,302,007",2007,Thomaston,3952.99,37,936
"9,011,737,702,007",2007,Stonington,5644.3,106,1878
"9,001,741,902,007",2007,Stratford,4873.55,264,5417
"9,015,360,002,007",2007,Hampton,507.61,1,197
"9,007,573,201,998",1998,Old Saybrook,,,
"9,003,521,402,002",2002,Newington,,,
"9,013,720,902,008",2008,Stafford,4444.44,60,1350
"9,009,141,602,007",2007,Cheshire,3225.81,122,3782
