"CT County Subdivisions,Year",Year,Town,Total violent crime Rate,"Crime, Total violent crime, Number","Total estimated population, Number"
"9,007,816,802,005",2005,Westbrook,,,6615
"9,007,262,702,006",2006,Essex,30.25,2,6612
"9,013,762,902,003",2003,Tolland,36.45,5,13718
"9,005,322,902,004",2004,Goshen,0,0,2809
"9,003,870,702,001",2001,Windsor Locks,132.35,16,12089
"9,005,082,102,008",2008,Bridgewater,0,0,1746
"9,001,634,802,008",2008,Redding,0,0,8980
"9,001,508,602,004",2004,New Fairfield,43.09,6,13924
"9,001,336,201,998",1998,Greenwich,127.66,78,61101
"9,009,445,602,003",2003,Madison,5.56,1,17981
"9,013,062,602,000",2000,Bolton,119.59,6,5017
"9,001,266,202,006",2006,Fairfield,61.46,36,58578
"9,009,141,602,001",2001,Cheshire,6.99,2,28615
"9,003,059,102,003",2003,Bloomfield,458.28,91,19857
"9,001,089,802,008",2008,Brookfield,36.82,6,16294
"9,015,599,802,000",2000,Plainfield,478.83,70,14619
"9,003,870,002,001",2001,Windsor,81.22,23,28318
"9,013,164,002,010",2010,Columbia,18.23,1,5485
"9,005,513,502,004",2004,New Hartford,0,0,6441
"9,011,342,502,004",2004,Groton,190.05,76,39990
"9,011,339,002,004",2004,Griswold,97.65,11,11265
"9,011,339,001,998",1998,Griswold,296.1,32,10807
"9,001,834,302,005",2005,Weston,,,10108
"9,009,520,702,004",2004,New Haven,1864.59,2351,126087
"9,001,336,202,004",2004,Greenwich,37.63,23,61129
"9,003,059,102,000",2000,Bloomfield,862.82,169,19587
"9,001,835,002,005",2005,Westport,,,26070
"9,015,867,902,001",2001,Windham,186.16,43,23098
"9,001,486,202,007",2007,Monroe,36.07,7,19409
"9,009,349,502,004",2004,Guilford,142.27,31,21789
"9,015,138,102,001",2001,Chaplin,398.94,9,2256
"9,003,101,002,003",2003,Burlington,0,0,8523
"9,011,299,102,006",2006,Franklin,0,0,1887
"9,011,342,501,998",1998,Groton,320.75,128,39907
"9,003,312,402,006",2006,Glastonbury,47.89,16,33407
"9,009,475,352,007",2007,Milford,172.93,91,52623
"9,003,849,002,005",2005,Wethersfield,,,26470
"9,003,122,702,001",2001,Canton,89.04,8,8985
"9,011,523,502,004",2004,New London,896,237,26451
"9,005,864,402,001",2001,Winchester,55.96,6,10722
"9,003,326,402,006",2006,Granby,27.5,3,10908
"9,005,049,302,003",2003,Bethlehem,0,0,3478
"9,009,828,702,005",2005,West Haven,,,53962
"9,003,504,402,007",2007,New Britain,444.25,323,72706
"9,015,014,302,003",2003,Ashford,144.09,6,4164
"9,009,349,501,998",1998,Guilford,102.81,22,21398
"9,013,859,502,005",2005,Willington,,,6000
"9,015,121,302,001",2001,Canterbury,147.8,7,4736
"9,005,526,302,004",2004,New Milford,69.02,19,27529
"9,009,356,502,004",2004,Hamden,158.89,93,58532
"9,005,049,302,000",2000,Bethlehem,87.67,3,3422
"9,007,224,901,999",1999,East Hampton,29.96,4,13352
"9,005,322,902,006",2006,Goshen,34.92,1,2864
"9,001,505,802,007",2007,New Canaan,15.28,3,19635
"9,011,339,002,006",2006,Griswold,87.01,10,11493
"9,007,473,602,007",2007,Middletown,103.66,48,46304
"9,001,863,702,001",2001,Wilton,16.97,3,17676
"9,007,352,301,998",1998,Haddam,41.92,3,7157
"9,001,741,902,003",2003,Stratford,226.2,114,50398
"9,015,360,002,004",2004,Hampton,111.11,2,1800
"9,003,101,002,008",2008,Burlington,77.1,7,9079
"9,013,859,502,001",2001,Willington,150.83,9,5967
"9,001,863,702,005",2005,Wilton,,,17848
"9,001,508,602,007",2007,New Fairfield,35.96,5,13903
"9,007,352,302,004",2004,Haddam,52.4,4,7633
"9,015,091,902,003",2003,Brooklyn,66.81,5,7484
"9,005,864,402,005",2005,Winchester,,,10953
"9,015,091,902,008",2008,Brooklyn,99.96,8,8003
"9,005,109,402,001",2001,Canaan,364.96,4,1096
"9,009,356,501,998",1998,Hamden,147.59,84,56913
"9,011,342,502,006",2006,Groton,132.39,53,40032
"9,011,423,902,003",2003,Lebanon,0,0,7027
"9,001,336,202,006",2006,Greenwich,44.16,27,61143
"9,005,513,502,007",2007,New Hartford,74.57,5,6705
"9,005,664,202,000",2000,Salisbury,100.58,4,3977
"9,009,499,502,007",2007,Naugatuck,69.62,22,31600
"9,015,867,902,005",2005,Windham,,,24063
"9,003,084,902,008",2008,Bristol,375.87,227,60394
"9,003,849,002,001",2001,Wethersfield,117.82,31,26311
"9,003,101,002,001",2001,Burlington,132.51,11,8301
"9,003,370,702,004",2004,Hartford,1514.77,1861,122857
"9,015,360,001,998",1998,Hampton,0,0,1758
"9,005,664,202,008",2008,Salisbury,79.2,3,3788
"9,009,538,902,004",2004,North Branford,113.43,16,14106
"9,003,371,402,004",2004,Hartland,48.71,1,2053
"9,001,835,002,001",2001,Westport,151.09,39,25813
"9,003,521,402,004",2004,Newington,120.77,36,29808
"9,009,349,502,006",2006,Guilford,122.82,27,21984
"9,001,529,802,004",2004,Newtown,57.6,15,26043
"9,001,047,202,003",2003,Bethel,43.9,8,18222
"9,007,352,302,006",2006,Haddam,50.83,4,7870
"9,011,442,102,003",2003,Lyme,0,0,2133
"9,003,870,002,005",2005,Windsor,,,28641
"9,003,370,701,998",1998,Hartford,1357.98,1651,121578
"9,005,372,802,004",2004,Harwinton,0,0,5427
"9,001,834,302,001",2001,Weston,29.85,3,10051
"9,003,870,702,005",2005,Windsor Locks,,,12271
"9,015,121,302,008",2008,Canterbury,59.48,3,5044
"9,009,012,202,003",2003,Ansonia,133.24,25,18763
"9,001,047,202,000",2000,Bethel,27.67,5,18067
"9,001,089,802,003",2003,Brookfield,163.52,26,15900
"9,009,520,702,007",2007,New Haven,1806.41,2311,127933
"9,009,676,102,008",2008,Seymour,214.42,35,16323
"9,009,548,702,004",2004,North Haven,81,19,23458
"9,015,091,902,001",2001,Brooklyn,343.55,25,7277
"9,003,371,401,998",1998,Hartland,99.4,2,2012
"9,007,407,102,003",2003,Killingworth,16.21,1,6170
"9,009,356,502,006",2006,Hamden,165.15,98,59341
"9,005,526,302,007",2007,New Milford,68.26,19,27836
"9,001,089,802,001",2001,Brookfield,63.52,10,15743
"9,013,379,102,004",2004,Hebron,33.19,3,9040
"9,005,160,501,999",1999,Colebrook,135.96,2,1471
"9,009,875,602,005",2005,Wolcott,,,15948
"9,011,555,002,004",2004,North Stonington,78.23,4,5113
"9,007,816,802,001",2001,Westbrook,141.58,9,6357
"9,005,534,702,004",2004,Norfolk,0,0,1680
"9,009,877,002,005",2005,Woodbridge,,,8987
"9,005,372,801,998",1998,Harwinton,94.64,5,5283
"9,005,540,302,004",2004,North Canaan,59.95,2,3336
"9,003,371,402,006",2006,Hartland,0,0,2073
"9,005,402,902,004",2004,Kent,34.41,1,2906
"9,005,879,102,005",2005,Woodbury,,,9587
"9,001,560,602,000",2000,Norwalk,453.28,376,82951
"9,001,529,802,007",2007,Newtown,26.12,7,26801
"9,009,045,802,000",2000,Bethany,79.37,4,5040
"9,005,160,502,008",2008,Colebrook,0,0,1482
"9,011,523,502,007",2007,New London,865.54,234,27035
"9,003,370,702,006",2006,Hartford,1238.91,1530,123496
"9,013,010,802,003",2003,Andover,96.28,3,3116
"9,013,379,101,998",1998,Hebron,69.69,6,8610
"9,003,084,902,001",2001,Bristol,395.98,238,60104
"9,003,521,402,007",2007,Newington,69.57,21,30185
"9,015,360,002,006",2006,Hampton,109.83,2,1821
"9,005,082,102,001",2001,Bridgewater,55.13,1,1814
"9,003,825,902,001",2001,West Hartford,215.55,137,63557
"9,009,696,402,003",2003,Southbury,57.99,11,18968
"9,015,881,902,005",2005,Woodstock,,,7593
"9,009,828,702,001",2001,West Haven,313.21,165,52680
"9,003,084,902,003",2003,Bristol,235.93,142,60187
"9,005,804,902,001",2001,Watertown,18.39,4,21746
"9,009,045,802,003",2003,Bethany,19.24,1,5197
"9,005,402,901,998",1998,Kent,209.94,6,2858
"9,007,222,801,999",1999,East Haddam,216.01,18,8333
"9,011,570,402,004",2004,Old Lyme,66.8,5,7485
"9,015,405,002,004",2004,Killingly,225.77,38,16831
"9,009,583,002,000",2000,Oxford,173.1,17,9821
"9,013,010,802,006",2006,Andover,0,0,3196
"9,007,407,102,004",2004,Killingworth,112.52,7,6221
"9,003,043,002,000",2000,Berlin,21.96,4,18215
"9,001,080,702,001",2001,Bridgeport,1363.58,1909,139999
"9,015,881,902,002",2002,Woodstock,94.98,7,7370
"9,011,562,702,004",2004,Norwich,483.27,183,37867
"9,001,639,702,008",2008,Ridgefield,12.28,3,24439
"9,015,405,001,998",1998,Killingly,516.03,85,16472
"9,011,802,802,001",2001,Waterford,156.34,30,19189
"9,005,172,402,008",2008,Cornwall,0,0,1423
"9,001,560,602,004",2004,Norwalk,493.98,415,84012
"9,011,423,902,004",2004,Lebanon,28.3,2,7067
"9,007,573,202,004",2004,Old Saybrook,29.08,3,10317
"9,015,405,002,006",2006,Killingly,246.9,42,17011
"9,011,426,002,004",2004,Ledyard,80.9,12,14833
"9,009,073,102,001",2001,Branford,199.18,57,28617
"9,009,012,202,006",2006,Ansonia,147.59,28,18971
"9,009,576,002,004",2004,Orange,81.35,11,13522
"9,009,800,702,001",2001,Waterbury,507.52,546,107581
"9,009,032,502,000",2000,Beacon Falls,247.81,13,5246
"9,005,534,702,007",2007,Norfolk,0,0,1694
"9,005,879,102,002",2002,Woodbury,171.07,16,9353
"9,009,538,902,007",2007,North Branford,98.2,14,14257
"9,005,433,702,004",2004,Litchfield,23.88,2,8376
"9,005,433,702,003",2003,Litchfield,71.76,6,8361
"9,005,797,202,001",2001,Washington,361.71,13,3594
"9,015,014,302,006",2006,Ashford,70.94,3,4229
"9,009,583,002,004",2004,Oxford,18.24,2,10966
"9,009,548,702,007",2007,North Haven,126.18,30,23776
"9,007,180,802,008",2008,Cromwell,123.39,17,13778
"9,007,407,101,998",1998,Killingworth,116.32,7,6018
"9,011,423,901,998",1998,Lebanon,173.74,12,6907
"9,005,540,302,007",2007,North Canaan,120.26,4,3326
"9,011,442,102,004",2004,Lyme,0,0,2172
"9,005,372,802,006",2006,Harwinton,72.75,4,5498
"9,005,607,502,000",2000,Plymouth,8.6,1,11634
"9,011,068,202,001",2001,Bozrah,167.79,4,2384
"9,015,599,802,004",2004,Plainfield,174.11,26,14933
"9,011,432,302,004",2004,Lisbon,95.76,4,4177
"9,015,758,702,003",2003,Thompson,77.33,7,9052
"9,005,795,102,001",2001,Warren,0,0,1275
"9,007,407,102,006",2006,Killingworth,15.82,1,6322
"9,001,560,602,007",2007,Norwalk,402.09,341,84807
"9,011,426,001,998",1998,Ledyard,211.07,31,14687
"9,013,379,102,006",2006,Hebron,32.41,3,9256
"9,009,787,402,001",2001,Wallingford,76.32,33,43237
"9,005,027,602,006",2006,Barkhamsted,27.2,1,3677
"9,003,601,202,004",2004,Plainville,160.16,28,17483
"9,009,445,602,004",2004,Madison,27.74,5,18022
"9,013,062,602,001",2001,Bolton,59.84,3,5013
"9,003,020,602,006",2006,Avon,23.27,4,17192
"9,003,220,701,999",1999,East Granby,252.9,12,4745
"9,011,555,002,007",2007,North Stonington,172.91,9,5205
"9,011,432,302,006",2006,Lisbon,0,0,4230
"9,009,877,002,002",2002,Woodbridge,22.26,2,8984
"9,011,432,301,998",1998,Lisbon,172.03,7,4069
"9,009,032,502,006",2006,Beacon Falls,87.29,5,5728
"9,015,405,002,003",2003,Killingly,113.49,19,16741
"9,003,043,002,003",2003,Berlin,69.48,13,18710
"9,003,059,102,001",2001,Bloomfield,863.95,170,19677
"9,011,786,002,001",2001,Voluntown,118.3,3,2536
"9,011,426,002,006",2006,Ledyard,87.22,13,14905
"9,005,607,502,004",2004,Plymouth,109.45,13,11878
"9,013,449,102,004",2004,Mansfield,73.76,17,23049
"9,011,737,702,003",2003,Stonington,33.15,6,18098
"9,013,782,502,001",2001,Vernon,184.56,52,28175
"9,003,043,002,006",2006,Berlin,98.93,19,19206
"9,005,433,701,998",1998,Litchfield,84.18,7,8316
"9,011,570,402,007",2007,Old Lyme,92.79,7,7544
"9,009,032,502,003",2003,Beacon Falls,36.45,2,5487
"9,009,045,802,006",2006,Bethany,0,0,5354
"9,005,049,302,001",2001,Bethlehem,203.43,7,3441
"9,015,610,302,004",2004,Pomfret,50.28,2,3978
"9,011,442,102,006",2006,Lyme,44.44,1,2250
"9,005,433,702,006",2006,Litchfield,130.86,11,8406
"9,013,778,302,001",2001,Union,0,0,709
"9,005,679,602,008",2008,Sharon,0,0,2819
"9,005,027,602,000",2000,Barkhamsted,57.24,2,3494
"9,003,447,002,004",2004,Manchester,504.1,283,56140
"9,011,442,101,998",1998,Lyme,49.6,1,2016
"9,005,082,102,003",2003,Bridgewater,0,0,1795
"9,001,185,002,008",2008,Danbury,135.54,108,79684
"9,007,618,002,004",2004,Portland,44.24,4,9042
"9,009,465,202,004",2004,Meriden,411.51,244,59294
"9,009,676,102,000",2000,Seymour,265.3,41,15454
"9,001,047,202,001",2001,Bethel,16.56,3,18119
"9,001,047,202,006",2006,Bethel,43.53,8,18377
"9,011,621,502,004",2004,Preston,106.32,5,4703
"9,009,576,002,007",2007,Orange,58.23,8,13739
"9,003,020,602,000",2000,Avon,44.21,7,15832
"9,001,772,002,001",2001,Trumbull,72.63,25,34421
"9,009,445,601,998",1998,Madison,16.8,3,17858
"9,007,573,202,007",2007,Old Saybrook,9.73,1,10280
"9,003,601,202,000",2000,Plainville,92.34,16,17328
"9,009,875,602,002",2002,Wolcott,45.14,7,15508
"9,005,765,702,001",2001,Torrington,396.38,140,35320
"9,005,049,302,006",2006,Bethlehem,28.3,1,3533
"9,009,045,802,001",2001,Bethany,98.19,5,5092
"9,005,027,602,003",2003,Barkhamsted,27.89,1,3586
"9,003,870,702,002",2002,Windsor Locks,32.97,4,12134
"9,005,402,902,003",2003,Kent,0,0,2894
"9,015,734,202,003",2003,Sterling,120.55,4,3318
"9,009,622,902,004",2004,Prospect,44.51,4,8986
"9,015,014,302,000",2000,Ashford,122.01,5,4098
"9,001,080,702,003",2003,Bridgeport,962.83,1357,140939
"9,013,062,602,006",2006,Bolton,20.02,1,4995
"9,003,458,202,004",2004,Marlborough,50.11,3,5987
"9,007,208,101,999",1999,Durham,120.72,8,6627
"9,003,447,001,998",1998,Manchester,345.27,189,54740
"9,003,043,002,001",2001,Berlin,54.41,10,18380
"9,005,494,602,007",2007,Morris,42.34,1,2362
"9,009,469,402,004",2004,Middlebury,14.49,1,6901
"9,015,627,102,004",2004,Putnam,21.66,2,9235
"9,009,012,202,000",2000,Ansonia,328.77,61,18554
"9,013,762,902,001",2001,Tolland,134.96,18,13337
"9,013,449,101,998",1998,Mansfield,101.35,21,20720
"9,009,445,602,006",2006,Madison,55.23,10,18105
"9,001,634,802,004",2004,Redding,23.19,2,8625
"9,007,473,602,004",2004,Middletown,113.44,51,44959
"9,015,758,702,001",2001,Thompson,212.62,19,8936
"9,013,379,102,003",2003,Hebron,44.78,4,8933
"9,009,032,502,001",2001,Beacon Falls,300.41,16,5326
"9,015,599,802,007",2007,Plainfield,125.26,19,15169
"9,013,010,802,000",2000,Andover,65.88,2,3036
"9,003,458,202,006",2006,Marlborough,32.65,2,6126
"9,009,073,102,006",2006,Branford,152,43,28289
"9,005,757,302,003",2003,Thomaston,13.13,1,7618
"9,003,458,201,998",1998,Marlborough,52.55,3,5709
"9,009,073,102,003",2003,Branford,154.46,44,28486
"9,005,757,302,001",2001,Thomaston,39.78,3,7541
"9,011,562,702,007",2007,Norwich,433.89,170,39180
"9,007,191,302,008",2008,Deep River,86.49,4,4625
"9,011,432,302,003",2003,Lisbon,48.19,2,4150
"9,009,469,402,006",2006,Middlebury,14.04,1,7125
"9,003,870,002,002",2002,Windsor,59.86,17,28398
"9,015,881,901,999",1999,Woodstock,124.64,9,7221
"9,007,470,802,004",2004,Middlefield,23.3,1,4292
"9,003,653,702,004",2004,Rocky Hill,294.7,55,18663
"9,005,027,602,001",2001,Barkhamsted,56.74,2,3525
"9,009,465,201,998",1998,Meriden,252.39,147,58244
"9,009,576,002,000",2000,Orange,52.9,7,13233
"9,005,797,202,000",2000,Washington,83.43,3,3596
"9,005,607,502,007",2007,Plymouth,91.21,11,12060
"9,003,020,602,001",2001,Avon,6.23,1,16059
"9,001,486,202,004",2004,Monroe,31.02,6,19340
"9,001,639,702,004",2004,Ridgefield,0,0,24041
"9,003,745,402,001",2001,Suffield,36.31,5,13770
"9,005,372,802,003",2003,Harwinton,37.1,2,5391
"9,011,489,002,004",2004,Montville,110.78,21,18956
"9,005,879,101,999",1999,Woodbury,86.98,8,9198
"9,005,082,102,006",2006,Bridgewater,0,0,1766
"9,009,469,401,998",1998,Middlebury,93.01,6,6451
"9,005,659,302,004",2004,Roxbury,0,0,2186
"9,009,195,501,999",1999,Derby,161.41,20,12391
"9,009,475,352,003",2003,Milford,120.14,63,52441
"9,003,084,902,006",2006,Bristol,280.21,169,60311
"9,001,741,902,001",2001,Stratford,209.51,105,50117
"9,015,014,302,001",2001,Ashford,97.09,4,4120
"9,011,068,202,003",2003,Bozrah,41.02,1,2438
"9,009,583,002,007",2007,Oxford,33.83,4,11824
"9,001,080,702,006",2006,Bridgeport,1048.13,1492,142349
"9,007,470,802,006",2006,Middlefield,0,0,4336
"9,015,867,902,002",2002,Windham,119.97,28,23339
"9,015,627,102,008",2008,Putnam,21.12,2,9468
"9,003,745,402,003",2003,Suffield,42.23,6,14207
"9,009,475,352,004",2004,Milford,186.71,98,52487
"9,011,737,702,001",2001,Stonington,33.39,6,17970
"9,003,059,102,006",2006,Bloomfield,303.09,61,20126
"9,009,475,352,006",2006,Milford,161.67,85,52577
"9,015,610,302,007",2007,Pomfret,0,0,4112
"9,015,218,602,008",2008,Eastford,0,0,1723
"9,005,172,401,999",1999,Cornwall,0,0,1434
"9,005,494,602,004",2004,Morris,42.81,1,2336
"9,011,786,002,008",2008,Voluntown,38.64,1,2588
"9,009,012,202,001",2001,Ansonia,445.66,83,18624
"9,015,674,002,008",2008,Scotland,59.1,1,1692
"9,009,465,202,006",2006,Meriden,371.13,222,59818
"9,011,662,102,004",2004,Salem,176.1,7,3975
"9,007,180,802,000",2000,Cromwell,31.08,4,12871
"9,003,447,002,006",2006,Manchester,265.65,151,56841
"9,009,195,502,008",2008,Derby,171.88,22,12800
"9,003,689,402,003",2003,Simsbury,12.87,3,23317
"9,015,734,202,001",2001,Sterling,378.31,12,3172
"9,011,489,002,007",2007,Montville,124.58,24,19264
"9,001,238,902,008",2008,Easton,0,0,7446
"9,015,091,902,006",2006,Brooklyn,141.12,11,7795
"9,015,138,102,008",2008,Chaplin,0,0,2294
"9,001,089,802,006",2006,Brookfield,37.18,6,16137
"9,003,825,902,002",2002,West Hartford,193.62,123,63525
"9,011,423,902,006",2006,Lebanon,0,0,7148
"9,005,664,202,004",2004,Salisbury,51.51,2,3883
"9,013,010,802,001",2001,Andover,65.3,2,3063
"91,999",1999,Connecticut,334.16,11380,3405565
"9,011,068,202,006",2006,Bozrah,39.7,1,2519
"9,015,674,002,004",2004,Scotland,61.58,1,1624
"9,001,730,702,001",2001,Stamford,230.37,271,117639
"9,011,621,502,007",2007,Preston,0,0,4715
"9,001,486,202,006",2006,Monroe,41.27,8,19386
"9,003,101,002,006",2006,Burlington,22.58,2,8857
"9,009,141,602,008",2008,Cheshire,27.48,8,29117
"9,005,795,102,008",2008,Warren,0,0,1420
"9,009,676,102,004",2004,Seymour,201.41,32,15888
"9,003,653,702,008",2008,Rocky Hill,30.99,6,19360
"9,011,489,002,006",2006,Montville,130.47,25,19161
"9,001,080,702,008",2008,Bridgeport,1132.68,1623,143289
"9,007,473,602,006",2006,Middletown,130.84,60,45856
"9,013,253,602,008",2008,Ellington,33.19,5,15066
"9,011,342,502,000",2000,Groton,235.55,94,39907
"92,008",2008,Connecticut,302.31,10703,3540391
"9,015,627,102,007",2007,Putnam,42.51,4,9409
"9,013,720,902,001",2001,Stafford,158.1,18,11385
"9,009,622,902,007",2007,Prospect,97.87,9,9196
"9,003,259,902,008",2008,Enfield,113.93,51,44766
"9,005,109,402,006",2006,Canaan,0,0,1173
"9,005,402,902,006",2006,Kent,34.12,1,2931
"9,015,881,902,000",2000,Woodstock,138.48,10,7221
"9,005,679,602,004",2004,Sharon,103.66,3,2894
"9,005,659,302,008",2008,Roxbury,0,0,2237
"9,005,494,602,006",2006,Morris,85,2,2353
"9,013,164,002,008",2008,Columbia,0,0,5382
"9,003,713,902,008",2008,South Windsor,55.01,14,25450
"9,007,222,802,008",2008,East Haddam,33.46,3,8967
"9,001,634,802,007",2007,Redding,0,0,8892
"9,007,352,302,002",2002,Haddam,67.61,5,7395
"9,007,618,002,007",2007,Portland,43.13,4,9275
"9,007,262,702,008",2008,Essex,15.04,1,6647
"9,005,879,102,000",2000,Woodbury,141.34,13,9198
"9,013,449,102,006",2006,Mansfield,66.08,16,24214
"9,009,800,702,008",2008,Waterbury,349.9,384,109747
"9,001,681,702,004",2004,Shelton,90.48,35,38684
"9,011,662,102,008",2008,Salem,48.88,2,4092
"9,011,716,702,001",2001,Sprague,302.83,9,2972
"9,001,188,502,008",2008,Darien,34.13,7,20507
"9,003,601,202,007",2007,Plainville,136.36,24,17600
"9,009,469,402,003",2003,Middlebury,0,0,6788
"9,009,696,402,008",2008,Southbury,35.65,7,19637
"9,013,178,002,008",2008,Coventry,89.8,11,12249
"9,001,639,702,007",2007,Ridgefield,16.43,4,24340
"9,003,705,502,001",2001,Southington,97.35,39,40062
"9,011,716,702,008",2008,Sprague,100.64,3,2981
"9,009,499,502,006",2006,Naugatuck,72.99,23,31513
"9,009,877,002,000",2000,Woodbridge,133.59,12,8983
"9,011,159,102,008",2008,Colchester,38.06,6,15765
"9,015,121,302,006",2006,Canterbury,60.53,3,4956
"9,001,683,102,004",2004,Sherman,0,0,3729
"9,003,689,402,008",2008,Simsbury,17.05,4,23456
"9,003,504,402,006",2006,New Britain,454.93,330,72539
"9,003,220,702,008",2008,East Granby,59.21,3,5067
"9,003,122,702,006",2006,Canton,41.19,4,9711
"9,003,705,502,008",2008,Southington,42.45,18,42401
"9,003,226,302,008",2008,East Hartford,441.9,225,50917
"9,003,653,702,007",2007,Rocky Hill,31.27,6,19186
"9,009,696,402,001",2001,Southbury,165.77,31,18701
"9,007,208,102,008",2008,Durham,55.28,4,7236
"9,003,276,002,008",2008,Farmington,44,11,25000
"9,015,138,102,006",2006,Chaplin,175.21,4,2283
"9,003,122,702,008",2008,Canton,29.99,3,10002
"9,005,804,902,008",2008,Watertown,223.78,50,22343
"9,003,689,402,004",2004,Simsbury,38.55,9,23345
"9,013,692,202,008",2008,Somers,71.18,8,11239
"9,001,505,802,006",2006,New Canaan,10.2,2,19601
"9,009,875,602,000",2000,Wolcott,13.14,2,15215
"9,013,178,002,000",2000,Coventry,121.7,14,11504
"9,009,229,102,008",2008,East Haven,172.16,50,29043
"9,005,659,302,007",2007,Roxbury,134.89,3,2224
"9,001,508,602,006",2006,New Fairfield,43.13,6,13910
"9,001,730,702,008",2008,Stamford,320.08,389,121531
"9,001,266,202,008",2008,Fairfield,64.42,38,58991
"9,003,713,902,001",2001,South Windsor,89.64,22,24542
"9,005,757,302,008",2008,Thomaston,25.61,2,7810
"9,011,802,802,008",2008,Waterford,288.01,56,19444
"9,013,692,202,004",2004,Somers,83.12,9,10828
"9,005,664,202,007",2007,Salisbury,0,0,3812
"9,009,349,502,002",2002,Guilford,83.36,18,21593
"9,009,141,602,006",2006,Cheshire,31.06,9,28974
"9,007,262,702,002",2002,Essex,137.59,9,6541
"9,011,234,002,008",2008,East Lyme,84.43,16,18951
"9,011,662,102,007",2007,Salem,73.84,3,4063
"9,003,870,702,000",2000,Windsor Locks,66.43,8,12043
"9,015,734,202,008",2008,Sterling,54.29,2,3684
"9,003,312,402,008",2008,Glastonbury,58.97,20,33917
"9,013,692,202,001",2001,Somers,237.64,25,10520
"9,015,758,702,008",2008,Thompson,139.16,13,9342
"9,009,828,702,008",2008,West Haven,697.34,383,54923
"9,003,713,902,004",2004,South Windsor,96.27,24,24931
"9,005,513,502,006",2006,New Hartford,45.34,3,6617
"9,005,109,402,008",2008,Canaan,83.13,1,1203
"9,007,143,002,006",2006,Chester,102.72,4,3894
"9,005,765,702,008",2008,Torrington,141.09,51,36147
"9,003,248,002,008",2008,East Windsor,146.88,16,10893
"9,009,676,102,007",2007,Seymour,277.54,45,16214
"9,009,520,702,006",2006,New Haven,1697.32,2161,127318
"9,007,224,902,008",2008,East Hampton,46.02,6,13038
"9,011,299,102,008",2008,Franklin,104.99,2,1905
"9,003,689,402,001",2001,Simsbury,17.2,4,23262
"9,007,143,002,008",2008,Chester,50.71,2,3944
"9,003,825,902,008",2008,West Hartford,170.53,108,63332
"9,003,870,002,000",2000,Windsor,81.45,23,28237
"9,001,681,702,008",2008,Shelton,50.93,20,39267
"9,003,326,402,008",2008,Granby,54.08,6,11095
"9,007,153,502,006",2006,Clinton,121.27,16,13194
"9,001,772,002,008",2008,Trumbull,61.69,22,35663
"9,001,089,802,009",2009,Brookfield,30.54,5,16373
"9,005,804,902,002",2002,Watertown,27.48,6,21832
"9,005,172,402,000",2000,Cornwall,0,0,1434
"9,001,741,902,008",2008,Stratford,287.66,147,51102
"9,007,180,802,010",2010,Cromwell,121.39,17,14005
"9,011,159,102,006",2006,Colchester,58.21,9,15461
"9,007,153,502,008",2008,Clinton,128.52,17,13227
"9,009,787,402,008",2008,Wallingford,55.91,25,44713
"9,003,705,502,004",2004,Southington,124.2,51,41064
"9,001,683,102,008",2008,Sherman,27.55,1,3630
"9,009,696,402,004",2004,Southbury,52.35,10,19102
"9,001,336,202,008",2008,Greenwich,24.53,15,61157
"9,001,683,102,001",2001,Sherman,105.21,4,3802
"9,015,867,902,000",2000,Windham,153.13,35,22857
"9,015,091,902,009",2009,Brooklyn,74.02,6,8106
"9,001,681,702,007",2007,Shelton,61.35,24,39122
"9,005,526,302,006",2006,New Milford,82.93,23,27734
"9,003,745,402,008",2008,Suffield,52.29,8,15298
"9,011,523,502,006",2006,New London,555.14,149,26840
"9,011,339,002,000",2000,Griswold,259.09,28,10807
"9,007,143,002,009",2009,Chester,0,0,3969
"9,007,816,802,008",2008,Westbrook,44.06,3,6809
"9,001,681,702,001",2001,Shelton,75.82,29,38247
"9,013,720,902,008",2008,Stafford,92.2,11,11931
"9,015,674,002,007",2007,Scotland,0,0,1675
"9,005,160,502,006",2006,Colebrook,0,0,1479
"9,005,864,402,000",2000,Winchester,103.15,11,10664
"9,003,101,002,009",2009,Burlington,54.41,5,9190
"9,011,716,702,004",2004,Sprague,67.2,2,2976
"9,003,521,402,006",2006,Newington,76.51,23,30060
"9,011,068,202,009",2009,Bozrah,115.38,3,2600
"9,011,339,002,008",2008,Griswold,42.65,5,11722
"9,013,164,002,006",2006,Columbia,56.83,3,5279
"9,013,778,302,008",2008,Union,0,0,822
"9,003,259,902,002",2002,Enfield,146.34,66,45100
"9,013,164,001,999",1999,Columbia,120.7,6,4971
"9,001,683,102,007",2007,Sherman,27.36,1,3655
"9,005,679,602,001",2001,Sharon,67.82,2,2949
"9,005,679,602,007",2007,Sharon,70.47,2,2838
"9,005,322,902,008",2008,Goshen,0,0,2920
"9,005,109,402,009",2009,Canaan,0,0,1219
"9,009,787,402,003",2003,Wallingford,89.33,39,43659
"9,001,529,802,006",2006,Newtown,22.6,6,26548
"9,009,073,102,009",2009,Branford,85.43,24,28092
"9,011,342,502,008",2008,Groton,182.17,73,40073
"92,006",2006,Connecticut,298.54,10469,3506684
"9,013,782,502,008",2008,Vernon,96.7,28,28956
"9,001,835,002,008",2008,Westport,106.61,28,26263
"9,013,253,602,002",2002,Ellington,111.47,15,13457
